Año,Cantón,Provincia,Empleo total registrado,Empleo masculino registrado,Empleo femenino registrado,Salario promedio total registrado,Salario mensual promedio masculino registrado,Salario mensual promedio femenino registrado,Ventas locales,Recaudación tributaria,Valor agregado bruto de producción,Población,Número de nuevas compañías,Valor agregado bruto de producción per cápita,variación interanual de la producción per cápita,variación interanual real de la producción per cápita
2021,Tisaleo,Tungurahua,499.6666667,331.1666667,168.5,508.1611991,536.050944,453.3515574,32534197.35,736092.54,43224380,13921,3,3104.976654,3.632352527,3.490921768
2022,Tisaleo,Tungurahua,510,340.0833333,169.9166667,534.4652507,558.7631429,485.9214198,37190985.86,899257.75,43609290,14006,5,3113.614879,0.278205807,-3.185615177
2023,Tisaleo,Tungurahua,539.1666667,355.6666667,183.5,567.416509,585.4860636,532.3967412,47508951.46,1389653.18,47734110,14103,8,3384.677728,8.705728207,6.485557385
2024,Tisaleo,Tungurahua,582.25,370.1666667,212.0833333,597.8704325,613.3728027,570.7880605,48091178.62,1255498.2,,,6,,,
2019,Zamora,Zamora Chinchipe,5393.5,3001.75,2391.75,779.5045268,756.2199809,808.7369792,89217831.14,5381303.12,96879140,30405,11,3186.289755,-5.791288248,-6.057704585
2020,Zamora,Zamora Chinchipe,5149.666667,2820.333333,2329.333333,777.5642307,747.8642934,813.5148773,76709386.41,4401058.41,99213570,30726,33,3228.977739,1.339739541,1.678338699
2021,Zamora,Zamora Chinchipe,5187.583333,2817.75,2369.833333,771.336197,738.4767965,810.4368184,108123765.9,8126876.62,109644660,30967,30,3540.693642,9.653702445,9.512271685
2022,Zamora,Zamora Chinchipe,5442.75,2986.666667,2456.083333,779.549764,746.9163361,819.260732,122635939.6,11392039.48,125486430,31217,36,4019.81068,13.53172816,10.06790717
2023,Zamora,Zamora Chinchipe,5678.166667,3148.166667,2530,802.9888662,764.8067729,850.547699,140380701.9,10618137.99,120673280,31488,33,3832.357724,-4.663228481,-6.883399303
2024,Zamora,Zamora Chinchipe,5662.166667,3086.666667,2575.5,807.2314606,776.2063802,844.4287313,181358888.9,11303466.63,,,41,,,
2019,Chinchipe,Zamora Chinchipe,944.3333333,550.25,394.0833333,710.4497172,657.6247152,789.2007141,10848622.73,601751.35,21520970,10488,10,2051.961289,2.667477222,2.401060885
2020,Chinchipe,Zamora Chinchipe,745.3333333,450.5,294.8333333,746.4221088,688.0884806,835.8271993,8832844.16,394978.85,19354110,10582,2,1828.965224,-10.86745965,-10.52886049
2021,Chinchipe,Zamora Chinchipe,708.25,421.0833333,287.1666667,752.2651999,692.2533925,841.0011393,10198200.23,557313.26,19818670,10647,4,1861.432328,1.775162478,1.633731719
2022,Chinchipe,Zamora Chinchipe,806,487.1666667,318.8333333,745.3990784,684.1316528,839.3249919,11031246.43,624160.24,20733430,10716,4,1934.810564,3.942030778,0.478209794
2023,Chinchipe,Zamora Chinchipe,809.5,487.6666667,321.8333333,751.2250671,671.771047,872.3773193,14958571.17,954692.55,24334290,10793,8,2254.636338,16.5300821,14.30991128
2024,Chinchipe,Zamora Chinchipe,769.25,459.4166667,309.8333333,772.088796,691.0534261,892.2612,14313444.29,855393.17,,,3,,,
2019,Nangaritza,Zamora Chinchipe,754.75,390.4166667,364.3333333,757.5223033,729.2489421,787.8713938,3855090.617,505459.54,12296470,6622,4,1856.911809,-3.216282618,-3.482698954
2020,Nangaritza,Zamora Chinchipe,747.9166667,389.5,358.4166667,756.3811294,720.0181529,796.0563914,3246432.505,245165.91,16727350,6730,7,2485.490342,33.85074776,34.18934692
2021,Nangaritza,Zamora Chinchipe,751.1666667,397.75,353.4166667,758.9557641,718.8787231,804.2058411,4017369.664,272723.76,15117520,6822,7,2215.995309,-10.84273103,-10.98416179
2022,Nangaritza,Zamora Chinchipe,779,417.25,361.75,754.8521067,706.1629893,810.9451294,5659348.21,506237.86,15923180,6916,6,2302.368421,3.89771185,0.433890866
2023,Nangaritza,Zamora Chinchipe,810.25,419.5,390.75,811.9432068,755.4168752,872.7492116,5944535.14,444379.55,17711460,7015,10,2524.798289,9.660915529,7.440744707
2024,Nangaritza,Zamora Chinchipe,808.5,417.5833333,390.9166667,818.5771891,764.91804,875.9654897,6734026.86,546456.92,,,8,,,
2019,Yacuambi,Zamora Chinchipe,228.4166667,165.75,62.66666667,650.2200673,645.9389496,660.9356791,2844058.129,299962.2,12449360,6529,6,1906.778986,23.6999814,23.43356507
2020,Yacuambi,Zamora Chinchipe,207.5,149.9166667,57.58333333,697.8666511,689.659551,719.3493805,2074548.734,175856.54,11381920,6548,5,1738.228467,-8.839541477,-8.50094232
2021,Yacuambi,Zamora Chinchipe,195.4166667,139.9166667,55.5,720.2610379,710.8501027,744.3376211,1745704.652,245480.55,10530930,6549,1,1608.021072,-7.490810171,-7.632240931
2022,Yacuambi,Zamora Chinchipe,224.5,157.4166667,67.08333333,708.2563324,697.0843608,734.8099721,2645780.81,413386.34,12370470,6555,5,1887.180778,17.36045074,13.89662976
2023,Yacuambi,Zamora Chinchipe,208.75,148.0833333,60.66666667,736.6184336,746.8268178,711.9330546,2900848.53,348733.51,11912810,6568,5,1813.765225,-3.890223637,-6.110394459
2024,Yacuambi,Zamora Chinchipe,228.9166667,154.5833333,74.33333333,727.9375509,728.6803284,725.2739716,3921430.022,406457.53,,,4,,,
2019,Yantzaza,Zamora Chinchipe,5316.25,3756.416667,1559.833333,1414.594391,1576.848083,1022.076248,156242503.4,48271473.84,110620320,23448,49,4717.686796,18.49035539,18.22393905
2020,Yantzaza,Zamora Chinchipe,4555.75,3046.833333,1508.916667,1185.845273,1303.907166,947.4260152,531588931.9,32988270.75,429636540,23753,44,18087.67482,283.401349,283.7399482
2021,Yantzaza,Zamora Chinchipe,4849.5,3237.166667,1612.333333,1199.243026,1324.478088,947.5253754,900082730.5,59561846.99,299145630,23999,48,12464.92062,-31.08610838,-31.22753914
2022,Yantzaza,Zamora Chinchipe,5185.166667,3419.583333,1765.583333,1291.707458,1442.357229,1001.785227,998943418.9,137112249.4,410242710,24252,38,16915.83003,35.70748301,32.24366202
2023,Yantzaza,Zamora Chinchipe,5495.583333,3617.833333,1877.75,1350.994242,1504.74649,1054.897675,1123099960,169299782.7,548874460,24523,40,22382.02748,32.31409537,30.09392455
2024,Yantzaza,Zamora Chinchipe,5732.916667,3726.416667,2006.5,1401.338715,1568.822754,1090.999237,1478954580,217869438.4,,,47,,,
2019,El Pangui,Zamora Chinchipe,2294.833333,1897.583333,397.25,1062.952138,1115.909073,811.9958903,110758359.4,51407582.88,47634020,12299,17,3872.999431,17.24135338,16.97493704
2020,El Pangui,Zamora Chinchipe,1985.333333,1614.083333,371.25,1126.819754,1193.678019,837.1229909,354071221.2,23974958.42,48233650,12687,29,3801.81682,-1.837919467,-1.499320309
2021,El Pangui,Zamora Chinchipe,2724.666667,2316.583333,408.0833333,1191.252979,1240.283966,912.5556691,1050235025,66435008.33,553975730,13034,22,42502.35768,1017.948594,1017.807163
2022,El Pangui,Zamora Chinchipe,3290.416667,2812.583333,477.8333333,1303.222097,1346.966502,1045.866475,1270699807,261192394.9,673693800,13377,22,50362.09913,18.49248342,15.02866243
2023,El Pangui,Zamora Chinchipe,4194.416667,3651.583333,542.8333333,1164.105326,1191.610565,981.3674215,1498287470,334529969.7,877479400,13717,29,63970.21215,27.02054374,24.80037291
2024,El Pangui,Zamora Chinchipe,5320.416667,4735.416667,585,1140.046783,1156.639547,1005.733775,1531387695,380633278.7,,,34,,,
2019,Centinela del Cóndor,Zamora Chinchipe,567,407.0833333,159.9166667,620.2395681,615.2048899,633.3783213,10396089.29,518901.15,15846410,7718,15,2053.175693,21.18479908,20.91838275
2020,Centinela del Cóndor,Zamora Chinchipe,573.8333333,415,158.8333333,655.234438,655.0562541,655.6078135,9086058.368,436660.4,18512010,7819,4,2367.567464,15.31246311,15.65106227
2021,Centinela del Cóndor,Zamora Chinchipe,563.25,393.5833333,169.6666667,669.6394626,667.6940257,674.9508616,10759280,641528.6,18952010,7901,4,2398.684977,1.314324225,1.172893466
2022,Centinela del Cóndor,Zamora Chinchipe,547.6666667,371.5833333,176.0833333,682.169398,692.8079478,659.7189941,12613879.97,812789.26,19698460,7985,12,2466.932999,2.845226591,-0.618594393
2023,Centinela del Cóndor,Zamora Chinchipe,556.0833333,372.8333333,183.25,698.5629985,705.378245,684.8394063,14780509.03,636951.79,18620940,8074,4,2306.28437,-6.512079162,-8.732249984
2024,Centinela del Cóndor,Zamora Chinchipe,519.8333333,337.6666667,182.1666667,714.3857625,723.4845428,697.6507467,14278689.98,828979.27,,,7,,,
2019,Palanda,Zamora Chinchipe,856,469.4166667,386.5833333,758.0901744,719.1713816,805.4757894,7908402.138,1664136.82,17243960,8959,2,1924.763925,13.53294118,13.26652484
2020,Palanda,Zamora Chinchipe,761,399.0833333,361.9166667,780.6789706,741.553655,823.8291066,7115573.832,392320.29,17601320,8999,7,1955.919547,1.618672382,1.95727154
2021,Palanda,Zamora Chinchipe,759.5,400.3333333,359.1666667,761.6747803,723.826767,803.9686737,8536112.818,823396,18199840,9015,6,2018.839712,3.216909667,3.075478908
2022,Palanda,Zamora Chinchipe,843,448,395,752.6599121,712.890859,797.8671214,8493953.795,1068639.05,19686270,9036,11,2178.648738,7.915884846,4.452063862
2023,Palanda,Zamora Chinchipe,915.5,490.8333333,424.6666667,787.9458771,736.1138814,848.1272278,11110014.97,1743733.23,20239870,9066,5,2232.502758,2.471900046,0.251729224
2024,Palanda,Zamora Chinchipe,975.3333333,509.4166667,465.9166667,785.9013265,748.5268046,826.876241,13319782.43,3487170.37,,,1,,,
2019,Paquisha,Zamora Chinchipe,531,357.75,173.25,764.3266093,706.1141408,883.9517212,8283447.102,830030.654,12455020,4832,6,2577.611755,13.04383378,12.77741744
2020,Paquisha,Zamora Chinchipe,491.8333333,337,154.8333333,723.2877237,702.9109751,761.7371012,6493812.096,824878.35,15952400,4911,8,3248.299735,26.01974401,26.35834317
2021,Paquisha,Zamora Chinchipe,467.5,305.8333333,161.6666667,778.6563037,753.6240692,820.4709422,11110861.42,911991.82,14814780,4978,6,2976.050623,-8.381280508,-8.522711267
2022,Paquisha,Zamora Chinchipe,519.8333333,320.5833333,199.25,767.3541361,705.3524272,867.661911,12197143.01,683075.78,15064280,5047,4,2984.79889,0.293955608,-3.169865376
2023,Paquisha,Zamora Chinchipe,519.9166667,310.25,209.6666667,796.5284882,730.5308889,894.7642517,13839260.25,871371.19,16908110,5119,6,3303.010354,10.6610688,8.440897974
2024,Paquisha,Zamora Chinchipe,546.0833333,332,214.0833333,819.8584544,748.021932,931.3982391,20955472.11,995707.94,,,15,,,
2019,San Cristóbal,Galápagos,2915.583333,1598,1317.583333,1360.54954,1309.998779,1421.911102,107826912,8775613.78,69639010,8501,17,8191.860958,8.835706068,8.569289732
2020,San Cristóbal,Galápagos,2603.75,1424,1179.75,1374.18658,1301.777496,1461.766958,73927269.33,4372548.48,61387050,8571,18,7162.180609,-12.56955353,-12.23095438
2021,San Cristóbal,Galápagos,2458.666667,1342.333333,1116.333333,1385.517483,1307.167582,1479.733683,75061124.22,4444554.25,54228970,8640,26,6276.501157,-12.36605861,-12.50748937
2022,San Cristóbal,Galápagos,2741.25,1497.5,1243.75,1456.756185,1426.521667,1493.30305,122798104.7,7879102.56,57586830,8711,35,6610.817357,5.326473963,1.862652979
2023,San Cristóbal,Galápagos,3028,1662,1366,1480.799723,1443.103577,1526.579732,133489629.3,9163219.87,63616460,8791,38,7236.544193,9.465196234,7.245025412
2024,San Cristóbal,Galápagos,3165.25,1730.75,1434.5,1446.150635,1423.731608,1473.183146,148580244.6,8836395.03,,,50,,,
2019,Isabela,Galápagos,799.9166667,470.8333333,329.0833333,839.073115,894.6029917,759.68367,27565184,1209931.92,32945960,2885,19,11419.7435,11.73750489,11.47108856
2020,Isabela,Galápagos,596.25,365.1666667,231.0833333,810.4857009,878.7563121,701.1928101,10316092.16,559793.19,22043970,2950,3,7472.532203,-34.56479821,-34.22619905
2021,Isabela,Galápagos,386.1666667,230.5833333,155.5833333,818.1068265,897.7298177,699.736852,11868411.86,378079.31,19148350,3014,11,6353.135368,-14.98015404,-15.1215848
2022,Isabela,Galápagos,464.75,283.3333333,181.4166667,877.0517731,934.0633494,788.9940999,20127718.27,796744.66,23191170,3079,26,7532.046119,18.55636126,15.09254028
2023,Isabela,Galápagos,622,360.4166667,261.5833333,915.0502675,977.6633301,829.0455424,26958780.04,1163549.59,26039650,3146,28,8277.066116,9.8913361,7.671165278
2024,Isabela,Galápagos,643.0833333,363.1666667,279.9166667,963.8649902,1049.71759,852.4890137,26272833.91,931784.72,,,26,,,
2019,Santa Cruz,Galápagos,5208.583333,3185.5,2023.083333,1042.232402,1062.092407,1010.94401,454973677.5,26897702.46,259307430,17144,50,15125.2584,3.793471859,3.527055523
2020,Santa Cruz,Galápagos,4027.166667,2447,1580.166667,1017.671625,1014.649089,1022.386653,155973148.7,15788913.7,158458720,17321,44,9148.35864,-39.51601752,-39.17741837
2021,Santa Cruz,Galápagos,3330.333333,2025.916667,1304.416667,1038.873678,1026.774628,1057.662689,205990756.5,12273022.04,148759000,17494,65,8503.429747,-7.049667791,-7.19109855
2022,Santa Cruz,Galápagos,4105.75,2499.333333,1606.416667,1126.77475,1148.769663,1092.747518,405067674.8,25595420.38,167727140,17673,113,9490.586771,11.60892784,8.145106858
2023,Santa Cruz,Galápagos,4609,2761.666667,1847.333333,1175.282481,1206.769836,1128.201029,487244568.2,25785367.3,192458970,17871,110,10769.34531,13.47396708,11.25379626
2024,Santa Cruz,Galápagos,4850.416667,2911.083333,1939.333333,1192.978831,1224.861664,1145.16156,484978077.8,29824603.46,,,113,,,
2019,Guaranda,Bolívar,8868.25,4579.916667,4288.333333,765.3472493,752.0934906,779.5075785,148649648.8,6740949.28,196507490,103400,16,1900.459284,-9.245880454,-9.512296791
2020,Guaranda,Bolívar,8466.833333,4347.833333,4119,774.6605076,756.7941793,793.7427724,126762889.8,5399088.24,183803980,102725,16,1789.281869,-5.850028789,-5.511429632
2021,Guaranda,Bolívar,8310.75,4343.583333,3967.166667,771.7666629,746.4075216,799.6321564,137974708.3,6441468.39,186016930,101954,21,1824.518214,1.96930096,1.827870201
2022,Guaranda,Bolívar,8252.5,4196.5,4056,789.788442,771.5417938,808.7227275,146208967.2,7529710.76,215475320,101309,25,2126.911923,16.57389367,13.11007269
2023,Guaranda,Bolívar,8489,4310.083333,4178.916667,816.5015564,789.5200094,844.4345805,163466635.5,8766192.26,211181950,100831,48,2094.414912,-1.527896407,-3.748067229
2024,Guaranda,Bolívar,8403.833333,4289.416667,4114.416667,827.2962545,797.553477,858.3684082,208823000,9598996.93,,,40,,,
2019,Chillanes,Bolívar,963.25,478.5,484.75,781.698232,748.0347646,814.9686228,13846724.07,386153.79,31131890,20323,1,1531.855041,16.38465544,16.1182391
2020,Chillanes,Bolívar,835.75,423.5,412.25,742.7190017,705.0732117,781.7048391,13115346.72,253968.88,39028140,20289,0,1923.610824,25.5739461,25.91254526
2021,Chillanes,Bolívar,717.1666667,391,326.1666667,697.5481898,663.7966258,738.179362,14227104.16,334643.38,44793150,20234,6,2213.756548,15.08339011,14.94195935
2022,Chillanes,Bolívar,708.75,367.5833333,341.1666667,717.9708761,687.7087809,750.3967082,17591950.96,461085.27,48665180,20201,3,2409.048067,8.821725166,5.357904182
2023,Chillanes,Bolívar,732.5833333,378.25,354.3333333,767.2368011,717.5774892,820.4113719,14953296.66,417565.73,46923680,20198,11,2323.184474,-3.564212537,-5.784383359
2024,Chillanes,Bolívar,741.3333333,386.75,354.5833333,765.6394501,700.0660044,837.3020426,20039035.52,657679.68,,,6,,,
2019,Chimbo,Bolívar,790.0833333,484.6666667,305.4166667,633.1528829,609.3268127,671.0153961,38252018.98,1630994.212,32634490,16653,2,1959.676335,4.500498604,4.234082267
2020,Chimbo,Bolívar,767,472.8333333,294.1666667,629.5571072,620.0632884,644.8481801,38265738.63,1834166.01,36882050,16435,1,2244.116215,14.5146357,14.85323485
2021,Chimbo,Bolívar,762.9166667,460.5833333,302.3333333,637.1529952,627.1183573,652.4600881,41788036.07,1254148.24,36739710,16200,2,2267.883333,1.059085879,0.91765512
2022,Chimbo,Bolívar,817.0833333,502.25,314.8333333,658.074412,646.0921834,677.3659058,48769818.66,1802460.63,36415020,15987,1,2277.789454,0.436800273,-3.027020711
2023,Chimbo,Bolívar,906.6666667,559.5,347.1666667,662.4515839,644.614268,691.1759288,51506784.03,1966021.8,35612560,15807,1,2252.961346,-1.090008897,-3.310179719
2024,Chimbo,Bolívar,1002.333333,637.9166667,364.4166667,653.1701508,636.3168132,682.716746,52551499.35,1816735.43,,,4,,,
2019,Echeandía,Bolívar,1251.75,583.75,668,782.6760813,728.4023641,830.1851298,18705527.27,660509.65,24572790,15319,1,1604.07272,5.142380411,4.875964074
2020,Echeandía,Bolívar,1193.083333,540.25,652.8333333,792.7992928,741.5143127,835.2958577,19521008.62,486331.85,21589370,15335,0,1407.849364,-12.23282171,-11.89422255
2021,Echeandía,Bolívar,1126.75,501.0833333,625.6666667,800.0269796,752.1240743,838.3837484,21328389.28,784358.61,20475010,15333,4,1335.355769,-5.149243764,-5.290674523
2022,Echeandía,Bolívar,1138.083333,508,630.0833333,815.5171509,760.5149282,859.9091593,24508012.05,732181.12,22450750,15346,2,1462.970807,9.556632107,6.092811123
2023,Echeandía,Bolívar,1175.583333,510.5833333,665,875.541865,807.8056234,927.5990092,37731140.77,633430.28,21364640,15380,1,1389.118336,-5.048116537,-7.268287359
2024,Echeandía,Bolívar,1196.75,527.5,669.25,865.2753957,799.7043101,916.9229889,44465885.79,795200.15,,,4,,,
2019,San Miguel,Bolívar,2143.25,981.0833333,1162.166667,770.2574107,729.7253367,804.4848531,26364797.4,1171236.03,69991890,29894,3,2341.33572,22.71458772,22.44817138
2020,San Miguel,Bolívar,2088.583333,950.75,1137.833333,788.4854182,740.5337321,828.5541585,27577577.47,987131.64,61364620,29639,1,2070.401161,-11.57179454,-11.23319538
2021,San Miguel,Bolívar,2119.75,953.75,1166,796.9599013,744.9411316,839.5808462,29970794.78,1499897.16,63026210,29368,6,2146.084514,3.655492209,3.51406145
2022,San Miguel,Bolívar,2244,1004.666667,1239.333333,803.4158885,753.6666972,843.7537282,30143418.33,1897100.64,65380700,29143,4,2243.444395,4.536628474,1.07280749
2023,San Miguel,Bolívar,2307.666667,1020.666667,1287,859.2386627,798.4297333,907.4739075,42517562.24,2183219.59,65155770,28975,6,2248.689215,0.233784264,-1.986386559
2024,San Miguel,Bolívar,2297.916667,1021.75,1276.166667,867.5171712,809.5935262,913.8940887,31102505.9,1779055.78,,,7,,,
2019,Caluma,Bolívar,732.8333333,454.4166667,278.4166667,468.6334305,475.0272039,458.0394974,38482260.84,888529.388,33888950,16313,4,2077.419849,8.512365615,8.245949279
2020,Caluma,Bolívar,722.3333333,438.5833333,283.75,481.7507007,481.3687846,482.3143158,32862850.12,648183.49,33465730,16329,2,2049.465981,-1.345605148,-1.00700599
2021,Caluma,Bolívar,659.25,402.5,256.75,487.1277666,491.4250463,480.430865,38721914.39,799602.11,36562650,16325,4,2239.672282,9.280773762,9.139343003
2022,Caluma,Bolívar,691.5,429.5833333,261.9166667,496.8262405,503.2014542,486.5173289,48458011.96,829626.53,39148640,16337,2,2396.317561,6.994116097,3.530295113
2023,Caluma,Bolívar,696.8333333,425.1666667,271.6666667,504.7028834,510.9534454,494.9707845,61560155.1,1142131.45,40403850,16373,3,2467.712087,2.979343254,0.759172432
2024,Caluma,Bolívar,712.1666667,432.6666667,279.5,501.9797897,506.4234899,495.0733414,76373886.82,1239537.51,,,6,,,
2019,Las Naves,Bolívar,350.9166667,248.0833333,102.8333333,609.3393148,591.0258891,655.1424001,7674501.787,616496.412,25246110,7144,3,3533.889978,-11.72488355,-11.99129989
2020,Las Naves,Bolívar,388.25,278.25,110,647.2417638,609.8379669,738.8941091,9860649.853,649274.74,31428770,7174,0,4380.926958,23.96896865,24.30756781
2021,Las Naves,Bolívar,469.0833333,354.4166667,114.6666667,676.2755636,645.3349813,773.5207469,13199600.31,1288537.2,39532550,7194,2,5495.211287,25.43489858,25.29346782
2022,Las Naves,Bolívar,487.6666667,354,133.6666667,782.6413676,792.9777018,754.7794698,17816285.25,2091840.88,46582620,7221,1,6450.992937,17.39299183,13.92917084
2023,Las Naves,Bolívar,481.8333333,326.4166667,155.4166667,850.594162,884.8462779,784.4452057,26883783.97,2655427.31,53969300,7255,2,7438.911096,15.31420307,13.09403225
2024,Las Naves,Bolívar,480.6666667,319.75,160.9166667,838.5222422,868.5447795,781.8060557,53380054.28,1874983.03,,,2,,,
2019,Lago Agrio,Sucumbíos,11529.91667,6718.666667,4811.25,707.9936676,699.3161825,720.1161702,441005588.6,15088367.08,864368880,109651,64,7882.90923,-10.8650765,-11.13149284
2020,Lago Agrio,Sucumbíos,10914.16667,6315.166667,4599,722.529638,706.7599182,744.249644,388464726.5,12985670.35,670049940,110126,40,6084.393694,-22.81537797,-22.47677881
2021,Lago Agrio,Sucumbíos,11210.33333,6542.583333,4667.75,728.9480635,713.6206665,750.4364065,457298618.8,17437816.05,908978120,110082,68,8257.282026,35.7124874,35.57105664
2022,Lago Agrio,Sucumbíos,12133.5,7105.833333,5027.666667,738.7303314,719.5726115,765.8044434,547003095,23970599.25,1061783500,109746,93,9674.917537,17.16830679,13.70448581
2023,Lago Agrio,Sucumbíos,12421.16667,7187.75,5233.416667,769.5120087,743.8278402,804.7933604,574302141.1,22994518.5,934112990,109211,113,8553.286665,-11.59318276,-13.81335358
2024,Lago Agrio,Sucumbíos,12543.16667,7223.833333,5319.333333,779.8347473,759.3248647,807.6923574,626353735.5,22092718.05,,,85,,,
2019,Gonzalo Pizarro,Sucumbíos,550.4166667,332.3333333,218.0833333,760.2690786,733.0694733,802.1097768,10469730.63,581642.644,29790870,10580,6,2815.772212,9.566834329,9.300417992
2020,Gonzalo Pizarro,Sucumbíos,446.5,289.4166667,157.0833333,717.977128,689.338028,765.6738332,12213893.76,363600.72,29720940,10662,4,2787.557681,-1.002017497,-0.663418339
2021,Gonzalo Pizarro,Sucumbíos,381.0833333,272.3333333,108.75,643.9921398,637.1719716,661.5207977,9580830.596,440593.46,27569760,10692,2,2578.540965,-7.498202375,-7.639633134
2022,Gonzalo Pizarro,Sucumbíos,440.9166667,306.4166667,134.5,618.2357025,608.15212,641.5928497,13258668.56,526047.42,29769960,10695,3,2783.539972,7.950193908,4.486372924
2023,Gonzalo Pizarro,Sucumbíos,423.75,307.25,116.5,658.9536997,655.2237345,671.9137319,14539042.55,708281.29,33926180,10677,9,3177.501171,14.15324381,11.93307299
2024,Gonzalo Pizarro,Sucumbíos,422.0833333,300.3333333,121.75,682.3437805,695.6309713,650.5395406,16927869.13,1137221.46,,,5,,,
2019,Putumayo,Sucumbíos,355.5833333,252.75,102.8333333,678.4820506,699.8748423,625.9739736,10981856.87,434298,375020820,9732,5,38534.81504,11.73484133,11.468425
2020,Putumayo,Sucumbíos,360.8333333,257.9166667,102.9166667,685.1928228,702.1305186,643.4161123,10185431.3,298476.17,136735120,9606,6,14234.3452,-63.06107818,-62.72247903
2021,Putumayo,Sucumbíos,353.4166667,259.4166667,94,701.0472799,709.4639079,678.5109304,12478555.38,538013.5,223354340,9459,4,23612.89143,65.88674149,65.74531073
2022,Putumayo,Sucumbíos,382.4166667,258.5833333,123.8333333,691.8528951,704.7508748,665.1915792,16464359.94,586065.73,299429300,9309,3,32165.57095,36.22038222,32.75656123
2023,Putumayo,Sucumbíos,418.5833333,280.5833333,138,673.9601339,684.3324585,653.2664439,17516768.74,857228.99,232011430,9164,11,25317.70297,-21.28943396,-23.50960478
2024,Putumayo,Sucumbíos,427.3333333,277.6666667,149.6666667,685.8150126,708.0717316,645.0330963,21830572.9,952242.71,,,8,,,
2019,Shushufindi,Sucumbíos,3449.166667,1972.666667,1476.5,676.3084513,638.4264882,727.0582987,161624207.5,3981890.73,1202975610,52482,30,22921.68,-19.88569465,-20.15211099
2020,Shushufindi,Sucumbíos,3580,2100.75,1479.25,679.0588133,639.1140951,735.865214,141071906.2,2949582.65,952468370,52906,10,18003.03123,-21.45850033,-21.11990117
2021,Shushufindi,Sucumbíos,3799.666667,2234.916667,1564.75,677.2332995,639.1574453,731.6227875,183981814.3,4900387.7,1536860080,53081,14,28953.11091,60.82353324,60.68210248
2022,Shushufindi,Sucumbíos,4010.083333,2331.75,1678.333333,703.6045176,668.0732981,753.0274302,215283854.7,5876872.51,2035149970,53113,38,38317.36053,32.34280992,28.87898894
2023,Shushufindi,Sucumbíos,4169.75,2415.5,1754.25,735.5399017,695.3048452,790.9761149,231378763.8,5901620.57,1582127340,53044,51,29826.69746,-22.15878901,-24.37895983
2024,Shushufindi,Sucumbíos,4434,2578.916667,1855.083333,733.5224406,705.8120168,772.0615489,259709568.7,5874852.56,,,32,,,
2019,Sucumbíos,Sucumbíos,238.0833333,188.8333333,49.25,611.8102315,600.6491445,664.4059703,2742835.573,147505.81,8807410,3382,0,2604.201656,22.27123725,22.00482092
2020,Sucumbíos,Sucumbíos,207.5,168.8333333,38.66666667,655.1788433,625.6828359,784.1065318,2609274.902,168096.91,10717850,3344,1,3205.098684,23.07413587,23.41273503
2021,Sucumbíos,Sucumbíos,218.6666667,174.0833333,44.58333333,652.4997311,633.2330831,731.1544902,2317031.813,267944.08,11721290,3297,1,3555.138004,10.92132738,10.77989662
2022,Sucumbíos,Sucumbíos,235.6666667,188.3333333,47.33333333,643.6241862,626.5148621,712.9084371,2727481.202,698830.3,12942410,3249,2,3983.505694,12.0492563,8.585435312
2023,Sucumbíos,Sucumbíos,254.75,195,59.75,646.2155101,636.9118093,677.902771,3092817.03,754926.47,12612960,3200,6,3941.55,-1.053235448,-3.273406271
2024,Sucumbíos,Sucumbíos,232.0833333,172.5,59.58333333,679.938207,681.5161641,676.2462769,2419347.527,436973.75,,,2,,,
2019,Cascales,Sucumbíos,985.3333333,493.25,492.0833333,771.7952983,739.9471995,803.7366994,10023592.09,443487.844,21349920,12169,7,1754.451475,19.16336568,18.89694935
2020,Cascales,Sucumbíos,980.3333333,493.6666667,486.6666667,773.5623681,745.3684998,802.3769175,7852877.021,273040.79,23197570,12180,6,1904.562397,8.556003084,8.894602242
2021,Cascales,Sucumbíos,985,507.6666667,477.3333333,757.9910661,726.3139038,791.8828837,10797656.21,487887.78,24971470,12138,2,2057.296919,8.019402336,7.877971577
2022,Cascales,Sucumbíos,1035,536.6666667,498.3333333,756.7123057,724.4097341,791.692927,15061742.58,972325.09,27773080,12070,3,2301.000829,11.84583069,8.382009703
2023,Cascales,Sucumbíos,1078.083333,553.8333333,524.25,803.9808502,753.9852854,857.0188548,15406039.61,1206685.06,31589850,11986,7,2635.562323,14.53982502,12.3196542
2024,Cascales,Sucumbíos,1129.416667,595.75,533.6666667,797.6932882,748.0073853,853.5808563,17082829.02,1158306.87,,,5,,,
2019,Cuyabeno,Sucumbíos,1100.666667,706.0833333,394.5833333,780.7994639,775.999115,789.395874,26371681.59,1344923.114,346201780,8760,5,39520.75114,-21.98275823,-22.24917457
2020,Cuyabeno,Sucumbíos,958.25,596.8333333,361.4166667,784.8970733,788.5545298,779.805425,18413412.79,1140008.86,176627920,8891,3,19865.92284,-49.73293202,-49.39433286
2021,Cuyabeno,Sucumbíos,950.6666667,618.5,332.1666667,785.8349259,795.4335734,768.0373688,23227984.79,1329263.41,275342150,8979,8,30665.12418,54.36043128,54.21900052
2022,Cuyabeno,Sucumbíos,997.25,656.6666667,340.5833333,775.5749461,776.6117147,773.7555084,34295825.87,2307452.88,366890030,9039,6,40589.67032,32.36427833,28.90045734
