Año,Cantón,Provincia,Empleo total registrado,Empleo masculino registrado,Empleo femenino registrado,Salario promedio total registrado,Salario mensual promedio masculino registrado,Salario mensual promedio femenino registrado,Ventas locales,Recaudación tributaria,Valor agregado bruto de producción,Población,Número de nuevas compañías,Valor agregado bruto de producción per cápita,variación interanual de la producción per cápita,variación interanual real de la producción per cápita
2023,Cuyabeno,Sucumbíos,1047.166667,687,360.1666667,788.8381297,767.359492,830.0495605,34033224.43,1747943.88,278258510,9078,14,30651.96189,-24.48334355,-26.70351438
2024,Cuyabeno,Sucumbíos,1082.833333,711.4166667,371.4166667,794.6036835,773.5005188,834.6394399,38618390.77,2051539.72,,,12,,,
2019,Francisco de Orellana,Orellana,11229.33333,6911.75,4317.583333,744.8467967,728.4475606,771.1137746,590362019.5,25464082.12,2971767140,92005,68,32300.0613,-5.258406151,-5.524822487
2020,Francisco de Orellana,Orellana,10570.08333,6334.416667,4235.666667,743.5384397,723.7017008,772.937678,410877719.9,21683191.98,1894323680,93774,47,20200.94781,-37.45848461,-37.11988545
2021,Francisco de Orellana,Orellana,10574.33333,6288.916667,4285.416667,752.5270365,730.9901886,784.1410573,484454074.1,22780871.33,3005916170,95471,73,31485.12292,55.85963199,55.71820123
2022,Francisco de Orellana,Orellana,11913.5,7217.916667,4695.583333,762.7229614,745.1124522,789.79658,611764426.5,27535513.4,4111934150,97104,105,42345.67217,34.49422534,31.03040436
2023,Francisco de Orellana,Orellana,12483,7502.75,4980.25,788.2403361,771.0722707,814.121933,704230235.2,34015534.88,3303018650,98683,127,33470.99956,-20.95768504,-23.17785586
2024,Francisco de Orellana,Orellana,12700.91667,7502.25,5198.666667,792.3451284,777.5072378,813.7405802,811548955.4,39544668.44,,,135,,,
2019,Aguarico,Orellana,675.5,463.1666667,212.3333333,769.6965129,744.4409332,824.3308919,8562580.027,469661.62,1060926870,6625,4,160139.9049,14.49165354,14.2252372
2020,Aguarico,Orellana,603.5,401.75,201.75,794.1930924,774.1810252,834.184021,5510173.876,315539.35,560774480,6792,0,82563.96938,-48.44260122,-48.10400206
2021,Aguarico,Orellana,526.6666667,341.6666667,185,808.4352015,791.8627167,839.2936351,7494021.471,719549.99,915134720,6955,6,131579.399,59.3666099,59.22517914
2022,Aguarico,Orellana,585.3333333,374.4166667,210.9166667,803.4154816,776.7293498,851.83019,8622458.155,901780.62,1245967400,7114,3,175143.0138,33.1082336,29.64441261
2023,Aguarico,Orellana,704.8333333,476.1666667,228.6666667,774.6697133,738.8670095,849.4424489,17949349.55,1020382.1,977413210,7271,8,134426.2426,-23.24772784,-25.46789866
2024,Aguarico,Orellana,693.4166667,471.1666667,222.25,795.3620402,761.9590556,866.499883,18784403.8,1681686.68,,,2,,,
2019,La Joya de los Sachas,Orellana,4248.416667,2595.25,1653.166667,680.36645,667.9220835,699.931249,235917781.9,7358717.642,1326303050,49332,24,26885.24791,-4.488627741,-4.755044077
2020,La Joya de los Sachas,Orellana,4001.75,2429.083333,1572.666667,662.096937,645.7404531,687.145813,194691437.5,6394612.11,837928190,50572,19,16569.01428,-38.37135395,-38.03275479
2021,La Joya de los Sachas,Orellana,4138.083333,2587,1551.083333,660.9289044,647.7907918,682.9178823,214475194.6,7054626.15,1324634070,51784,24,25579.98745,54.38448553,54.24305477
2022,La Joya de los Sachas,Orellana,4194.416667,2606.833333,1587.583333,683.1504211,670.8042196,703.3130849,282574714.1,8996587.31,1823440550,52970,36,34424.02398,34.57404561,31.11022463
2023,La Joya de los Sachas,Orellana,4754.75,2977.416667,1777.333333,715.4899597,690.7493184,756.926178,313720044.8,11551995.09,1491517540,54137,58,27550.79779,-19.96636474,-22.18653556
2024,La Joya de los Sachas,Orellana,5024.916667,3123.583333,1901.333333,715.5467529,698.8058065,742.9738515,364986067.5,11938529.31,,,42,,,
2019,Loreto,Orellana,609.5833333,430.0833333,179.5,661.2115682,681.1227061,613.1874949,31810091.48,961987.29,41859860,27376,14,1529.071449,-9.586082977,-9.852499314
2020,Loreto,Orellana,590.3333333,423.1666667,167.1666667,682.5643722,704.9755503,626.1732381,33476844.68,669680.75,42274500,27929,10,1513.641734,-1.00909052,-0.670491363
2021,Loreto,Orellana,602.5,434.4166667,168.0833333,685.7503644,702.1505941,644.1523794,32634746.61,968721.62,39085230,28463,10,1373.194322,-9.278775073,-9.420205832
2022,Loreto,Orellana,643.3333333,442.1666667,201.1666667,682.2250977,709.2028758,622.5782623,43350583.78,1586819.26,45366670,28978,6,1565.555594,14.00830664,10.54448566
2023,Loreto,Orellana,658.5833333,445.8333333,212.75,707.2375692,726.4861145,666.9534302,43352090.26,1828494.48,50769490,29477,9,1722.342504,10.01477757,7.794606745
2024,Loreto,Orellana,707.9166667,472.75,235.1666667,757.2198283,779.3923136,713.3815715,49785957.07,2207070.87,,,16,,,
2019,Santo Domingo,Santo Domingo de los Tsáchilas,42893.25,25334.41667,17558.83333,607.3834534,579.7625987,647.2352956,2660681823,77800328.58,1595014690,445672,176,3578.898136,-1.997872571,-2.264288907
2020,Santo Domingo,Santo Domingo de los Tsáchilas,40436.33333,23970.83333,16465.5,617.9698144,587.5435333,662.2634633,2394589266,67344984.8,1503900690,450285,168,3339.886272,-6.678364534,-6.339765377
2021,Santo Domingo,Santo Domingo de los Tsáchilas,39908.75,23667.16667,16241.58333,633.6515189,604.892395,675.571757,2851573979,88237087.54,1578819680,454126,250,3476.611513,4.093709484,3.952278725
2022,Santo Domingo,Santo Domingo de los Tsáchilas,40417.08333,23825.41667,16591.66667,653.5273488,622.5620931,698.0043132,3204990065,103701201.3,1732899390,458208,298,3781.905576,8.781368335,5.317547351
2023,Santo Domingo,Santo Domingo de los Tsáchilas,41704.66667,24578.33333,17126.33333,688.0787303,650.9861552,741.3104248,3446108629,101183845.1,1812484900,462496,323,3918.920164,3.622898173,1.402727351
2024,Santo Domingo,Santo Domingo de los Tsáchilas,41648.33333,24444,17204.33333,698.6939545,662.7019653,749.8471832,3936525133,104895635,,,320,,,
2019,La Concordia,Santo Domingo de los Tsáchilas,4163.083333,2587.166667,1575.916667,579.6889089,544.2315928,637.9259644,189964552.5,3562767.866,174020550,53746,4,3237.832583,-13.92186582,-14.18828216
2020,La Concordia,Santo Domingo de los Tsáchilas,3746.583333,2286,1460.583333,577.3042847,543.4037476,630.289149,164817211.9,2894465.23,166141180,54377,3,3055.357596,-5.635714083,-5.297114925
2021,La Concordia,Santo Domingo de los Tsáchilas,3427.416667,2087.666667,1339.75,563.4157731,534.53538,608.4469452,194660963.5,3765125.14,164564920,54915,11,2996.72075,-1.919148379,-2.060579139
2022,La Concordia,Santo Domingo de los Tsáchilas,3500.5,2067,1433.5,582.9695892,555.4332021,622.5880381,202363648.4,3936637.54,169716160,55484,30,3058.830654,2.072595641,-1.391225343
2023,La Concordia,Santo Domingo de los Tsáchilas,3563.5,2068.333333,1495.166667,613.8204753,573.9955393,668.9523875,240124915.9,4465205.22,190593830,56080,25,3398.606098,11.10801751,8.887846685
2024,La Concordia,Santo Domingo de los Tsáchilas,3576.666667,2091.416667,1485.25,627.6013133,585.6341858,686.7256114,308585252.4,5134004.57,,,19,,,
2019,Santa Elena,Santa Elena,10787.91667,6581.5,4206.416667,735.0021006,698.6695658,791.8476308,385235083.6,13430575.17,448921940,185459,44,2420.599378,-14.61733158,-14.88374792
2020,Santa Elena,Santa Elena,10237.5,6163.416667,4074.083333,741.7915554,701.9825694,802.0483907,377862214.6,13031738.72,323034380,188608,34,1712.72894,-29.24360156,-28.9050024
2021,Santa Elena,Santa Elena,10483.83333,6393.583333,4090.25,741.7639373,701.5785472,804.5725911,509841099.7,20597703.07,352911370,191115,87,1846.591686,7.815757767,7.674327008
2022,Santa Elena,Santa Elena,11677.66667,7295,4382.666667,743.5522512,704.8875987,807.9458923,623195526.1,27424094.03,414438490,192798,86,2149.599529,16.40903323,12.94521225
2023,Santa Elena,Santa Elena,12312.33333,7635.5,4676.833333,762.7911224,716.7469584,837.999054,644823429.4,25087903.44,417579830,194079,99,2151.597185,0.092931524,-2.127239298
2024,Santa Elena,Santa Elena,12282.33333,7539.333333,4743,771.2138519,722.773468,848.2954814,644673877.6,22418866.16,,,91,,,
2019,La Libertad,Santa Elena,8335.416667,4629.583333,3705.833333,649.6473592,616.8741099,690.609024,403657203.7,8745506.004,691426460,115550,32,5983.785894,-20.96631331,-21.23272965
2020,La Libertad,Santa Elena,7806.416667,4312.333333,3494.083333,650.5455226,616.6547801,692.3950297,326236592.3,7384094.99,447907260,116753,31,3836.366175,-35.88730875,-35.5487096
2021,La Libertad,Santa Elena,7583.5,4174,3409.5,661.4168303,629.3016256,700.7410685,405199508.7,9404564.55,549452610,117544,56,4674.441996,21.84556383,21.70413307
2022,La Libertad,Santa Elena,8146.333333,4513.916667,3632.416667,677.7818095,648.1990662,714.5882263,472242468.4,12413313.93,551875280,117819,56,4684.094077,0.206486257,-3.257334727
2023,La Libertad,Santa Elena,8534.416667,4776.5,3757.916667,709.6604207,669.9506022,760.2019653,484546889.6,14173375.17,548749110,117850,97,4656.335257,-0.592618751,-2.812789574
2024,La Libertad,Santa Elena,8660.083333,4853.5,3806.583333,727.1619263,684.1208394,782.0790354,480496710.9,15395639.78,,,71,,,
2019,Salinas,Santa Elena,6279.666667,4101.75,2177.916667,589.223114,556.7577566,650.3663025,270774499,8490255.59,211540740,85946,21,2461.321527,4.419562594,4.153146257
2020,Salinas,Santa Elena,5684.75,3694.333333,1990.416667,595.0326125,558.6693929,662.5080516,233021238,6112776.22,187307680,87149,27,2149.280887,-12.67776831,-12.33916916
2021,Salinas,Santa Elena,5656.5,3676.75,1979.75,611.5065689,579.4379527,671.0391184,285057914.1,7909282.48,219206870,88050,53,2489.572629,15.83281853,15.69138777
2022,Salinas,Santa Elena,5928,3839.833333,2088.166667,618.6890513,589.9651896,671.4841054,332026647.1,9653725.39,230464570,88568,65,2602.120066,4.520753298,1.056932314
2023,Salinas,Santa Elena,6288.166667,4010.5,2277.666667,641.7041829,610.5887044,696.502538,346865280.8,10826710.81,251141320,88900,78,2824.986727,8.564810811,6.344639989
2024,Salinas,Santa Elena,6435.083333,4127.916667,2307.166667,657.0648092,631.5121765,702.7912598,341468170.3,13492102.96,,,66,,,
2019,Azogues,Cañar,11526.16667,5793.666667,5732.5,761.5135142,733.9331462,789.4050242,285345695.2,12678969.1,248155150,76796,28,3231.355149,-7.299120549,-7.565536886
2020,Azogues,Cañar,11243.58333,5659.916667,5583.666667,765.4907413,737.4252828,793.9612274,260098762.3,11271093.89,216215800,77069,17,2805.483398,-13.17935452,-12.84075536
2021,Azogues,Cañar,11236.75,5610.5,5626.25,767.7802457,740.4714152,795.0183818,307532709,14380914.51,246249960,77227,27,3188.651119,13.65781461,13.51638385
2022,Azogues,Cañar,11797.83333,5868,5929.833333,782.8848979,754.712087,810.7732595,342514786.9,17389611.22,281084400,77367,37,3633.130404,13.93941414,10.47559316
2023,Azogues,Cañar,12162.91667,6005.166667,6157.75,813.5778859,776.7852681,849.467392,379225139.9,16980630.79,283847580,77533,32,3660.990546,0.766835715,-1.453335107
2024,Azogues,Cañar,12170.75,5918,6252.75,822.6710002,787.9915771,855.4934896,391101243.5,16980342.4,,,38,,,
2019,Biblián,Cañar,1427.083333,867.4166667,559.6666667,575.9764659,562.2074483,597.3185984,78745977.15,3077547.44,49865020,20111,6,2479.489831,15.44921604,15.1827997
2020,Biblián,Cañar,1411,852.1666667,558.8333333,580.8621016,568.0894521,600.3300578,75228444.4,3560841.47,42452510,19861,6,2137.480993,-13.79351648,-13.45491732
2021,Biblián,Cañar,1432.833333,854.6666667,578.1666667,601.546394,591.3098145,616.6069234,75834036.45,2933195.09,43289670,19604,13,2208.205978,3.308800673,3.167369914
2022,Biblián,Cañar,1533.75,894.9166667,638.8333333,658.9788208,651.8681285,669.0420532,92597762.28,4288546.92,44491950,19370,6,2296.951471,4.018895603,0.555074619
2023,Biblián,Cañar,1638.416667,944.4166667,694,685.8540293,667.9273478,710.1309306,102956662.8,4069672.04,38912230,19167,15,2030.167997,-11.61467613,-13.83484695
2024,Biblián,Cañar,1603.083333,918.6666667,684.4166667,708.3633219,686.4128469,737.7693583,105896170.2,3635241.74,,,7,,,
2019,Cañar,Cañar,4422.416667,2424.166667,1998.25,675.6798859,613.5802867,751.0177205,113049206.9,10094049.91,120374010,55809,13,2156.892437,11.47463826,11.20822193
2020,Cañar,Cañar,4206.75,2281.666667,1925.083333,685.3169383,624.7944132,757.0826111,95995172.97,8535503.42,107712920,55088,11,1955.288266,-9.346973786,-9.008374629
2021,Cañar,Cañar,4054.25,2198.583333,1855.666667,692.2345898,631.7598724,763.9133352,112144231.6,6584079.37,108209990,54354,17,1990.837657,1.818115079,1.67668432
2022,Cañar,Cañar,4227.666667,2253.75,1973.916667,713.9081573,651.5638224,785.1004486,132034230.3,4517298.71,122124250,53686,31,2274.787654,14.26284038,10.7990194
2023,Cañar,Cañar,4302.583333,2276.833333,2025.75,766.5897013,691.5729421,850.9214783,142846899.9,5007276.63,113412540,53114,28,2135.266408,-6.133374506,-8.353545328
2024,Cañar,Cañar,4429.833333,2369.583333,2060.25,767.8308258,698.2121582,847.8834788,151437883.9,5385012.47,,,24,,,
2019,La Troncal,Cañar,8528.833333,6087.333333,2441.5,657.7483215,650.3689575,673.6217804,304681719.8,10830649.11,323266670,64142,17,5039.85953,-5.554779811,-5.821196147
2020,La Troncal,Cañar,8220.75,5827.833333,2392.916667,667.6191233,660.1879578,684.1841125,271881511.2,11705928.74,294168040,64985,12,4526.706778,-10.181886,-9.843286842
2021,La Troncal,Cañar,7920,5533,2387,664.9603307,653.8948415,688.4890798,307162248.9,11744291.8,323946840,65703,23,4930.472581,8.919636779,8.77820602
2022,La Troncal,Cañar,7865.583333,5410.666667,2454.916667,686.0490875,677.5445709,702.7267863,315168341.7,14895328.78,320728530,66369,34,4832.505085,-1.986979835,-5.450800819
2023,La Troncal,Cañar,7583.5,5088.583333,2494.916667,748.6624196,746.3295288,751.3033498,335668740.5,14715853.14,330197910,67016,26,4927.150382,1.958514169,-0.261656654
2024,La Troncal,Cañar,7492.5,5043.833333,2448.666667,733.4041189,722.6501261,754.0472463,422467039.7,17601723.95,,,30,,,
2019,El Tambo,Cañar,589.0833333,374.9166667,214.1666667,527.3446019,522.6912181,535.7500509,33831372.58,899266.816,25666290,9833,6,2610.219668,1.984961412,1.718545075
2020,El Tambo,Cañar,588.8333333,374,214.8333333,536.4713283,531.6585439,545.0293325,32234165.26,744831.81,22932190,9807,3,2338.349138,-10.41561878,-10.07701963
2021,El Tambo,Cañar,620,396.8333333,223.1666667,530.1678259,525.3298162,538.7771606,32247431.79,1127199.62,23841000,9769,4,2440.474972,4.367433066,4.226002307
2022,El Tambo,Cañar,652.3333333,413.1666667,239.1666667,550.9462535,549.1944834,554.1473287,43945146.14,1209131.47,25340120,9732,12,2603.79367,6.692086598,3.228265614
2023,El Tambo,Cañar,639.1666667,386.5833333,252.5833333,584.8332316,592.2986959,573.516744,54646592.31,1141040.26,23825340,9701,11,2455.967426,-5.677340951,-7.897511773
2024,El Tambo,Cañar,679.0833333,420.4166667,258.6666667,597.8351746,605.7107391,584.9950968,67098354.63,1035136.47,,,5,,,
2019,Déleg,Cañar,249.0833333,155.1666667,93.91666667,558.1958466,563.1317647,549.865036,5042500.577,299111.85,11454750,6368,3,1798.798681,6.015648013,5.749231676
2020,Déleg,Cañar,239.3333333,148.3333333,91,567.8968905,575.7121785,555.8868001,5259321.177,211945.22,12006230,6354,0,1889.554611,5.045363404,5.383962562
2021,Déleg,Cañar,240.4166667,143.25,97.16666667,557.738807,584.4255015,518.4988251,4996821.733,302195.04,10827270,6331,4,1710.199021,-9.491950617,-9.633381376
2022,Déleg,Cañar,251.1666667,153.75,97.41666667,582.1490682,595.7173513,560.712738,6826923.65,544080.3,12096260,6309,1,1917.302267,12.1098915,8.64607052
2023,Déleg,Cañar,252.9166667,157,95.91666667,591.0546163,586.1844889,598.9201508,6187190.14,428271.91,8805030,6290,4,1399.845787,-26.98877942,-29.20895025
2024,Déleg,Cañar,224.1666667,146.0833333,78.08333333,595.4463094,599.6308441,588.5517273,6773930.986,462467.12,,,6,,,
2019,Suscal,Cañar,167.1666667,114,53.16666667,622.2739309,622.4781901,620.6767476,7338214.593,264747.3,10052810,4908,4,2048.249796,2.366644755,2.100228418
2020,Suscal,Cañar,178.75,123.1666667,55.58333333,632.918605,621.0858866,659.2578379,6208193.701,154792,9538550,4856,5,1964.281301,-4.099524136,-3.760924979
2021,Suscal,Cañar,212.6666667,145.5833333,67.08333333,601.50125,574.580719,660.2166646,8701292.977,299218.04,9782110,4802,2,2037.090796,3.706673477,3.565242718
2022,Suscal,Cañar,226.5,157.5833333,68.91666667,622.3856354,593.7962189,687.9268697,10685972.04,395533.26,9979160,4751,2,2100.433593,3.109473449,-0.354347535
2023,Suscal,Cañar,202.8333333,139.4166667,63.41666667,642.1713816,637.9150035,651.1036835,11253894.71,301815.33,8578290,4706,6,1822.841054,-13.21596359,-15.43613442
2024,Suscal,Cañar,197.9166667,134.5,63.41666667,647.3642629,649.6613464,642.7725677,11542042.29,324121.59,,,2,,,
2019,Tulcán,Carchi,10406.58333,5774,4632.583333,713.5310211,697.6528676,733.3316447,404744829.6,14947808.37,304445820,97989,23,3106.938738,-7.334721518,-7.601137855
2020,Tulcán,Carchi,9865.166667,5486,4379.166667,721.8424252,699.1995036,750.2320251,317264971.1,13617371.36,272077210,98102,14,2773.411449,-10.73491681,-10.39631765
2021,Tulcán,Carchi,9616.666667,5358.166667,4258.5,728.2215386,704.7445984,757.7667338,411541373.9,16944688.21,318009800,97597,27,3258.397287,17.48697755,17.34554679
2022,Tulcán,Carchi,10046,5596.333333,4449.666667,740.7230632,714.6529744,773.557368,459518829.8,19474049.37,321587480,96812,23,3321.772921,1.944994067,-1.518826917
2023,Tulcán,Carchi,10211.91667,5724.416667,4487.5,771.2836761,739.7890727,811.4673716,493722236.5,19969983.77,305748410,96038,41,3183.619088,-4.159039035,-6.379209858
2024,Tulcán,Carchi,10305,5682.416667,4622.583333,780.008433,755.0692037,810.6688232,521412186.6,21352956.11,,,28,,,
2019,Bolívar,Carchi,733.3333333,481.5833333,251.75,539.580485,545.8395742,527.8496602,20208161.08,788575.248,69559810,16463,5,4225.220798,-3.097088998,-3.363505335
2020,Bolívar,Carchi,688.6666667,457.25,231.4166667,555.9854674,548.6451213,570.8371226,19564942.75,622123.13,56403950,16555,2,3407.064331,-19.36363817,-19.02503901
2021,Bolívar,Carchi,763.75,505.9166667,257.8333333,563.4153939,544.0497589,601.5334829,21351261.63,740411.12,59115760,16541,3,3573.892751,4.896544477,4.755113718
2022,Bolívar,Carchi,912.75,589.8333333,322.9166667,564.668101,550.9793905,589.7980703,24177931.88,932464.32,69675410,16476,5,4228.903253,18.32764852,14.86382753
2023,Bolívar,Carchi,972.5833333,613.1666667,359.4166667,592.3221334,580.7672119,612.0019023,26909480.24,1036896.57,66063780,16410,5,4025.824497,-4.802161312,-7.022332135
2024,Bolívar,Carchi,1048.583333,641.25,407.3333333,597.9656067,588.3248088,613.3014933,30664212.25,1137268.13,,,7,,,
2019,Espejo,Carchi,1224,665.6666667,558.3333333,664.5349325,597.0799866,744.9311371,31079060.74,1222354.692,70491500,15192,4,4640.040811,34.78706186,34.52064552
2020,Espejo,Carchi,1045.666667,571.6666667,474,671.0621219,602.4072266,753.7680918,25227458.83,669423.25,50197900,15184,3,3305.973393,-28.75120009,-28.41260093
2021,Espejo,Carchi,989.0833333,548.25,440.8333333,643.9171485,580.9807638,722.2086589,27920967.01,1012568.78,51659750,15080,2,3425.712865,3.621912745,3.480481986
2022,Espejo,Carchi,1221.666667,655,566.6666667,656.3034261,600.3241425,720.9650065,34391710,1373607.53,48884050,14933,3,3273.558562,-4.441536963,-7.905357947
2023,Espejo,Carchi,1289.166667,679.5,609.6666667,689.0124613,624.2957204,761.2699839,39167653.06,1915159.53,49975660,14788,7,3379.473898,3.235480111,1.015309289
2024,Espejo,Carchi,1297.416667,668,629.4166667,704.9045868,646.4059092,766.997757,39302998.58,1422126.58,,,5,,,
2019,Mira,Carchi,1029,514.25,514.75,734.0510864,679.992864,788.0772502,14730333.76,547764.15,33686570,13479,1,2499.189109,9.958258878,9.691842542
2020,Mira,Carchi,980.8333333,480.8333333,500,736.9123027,687.1638438,784.7655843,12887705.53,535856.15,24561620,13450,2,1826.142751,-26.93058943,-26.59199027
